Company,Services company,Product based,Fintech,Big Bank,Foreign companies,Edtech,A.I.,Marketplace
http://www.linkedin.com/company/daloopa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/dangal-games/mycompany,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/dass-scientific-research-labs-private-limited/about,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/dataresolve-technologies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/data-sutram,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/datalog.ai/,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/datsme,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/therealdcodeai/about,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/decimlapp/,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/deepsight-ai-labs,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/degpeg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/deliverr-inc/about,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/dentistry-ai,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/design-cafe,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/devdarshan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/devtron-labs,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/dhiyo-ai,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/dice-tech-uk,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/digilytics-ai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/digital-aristotle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/digitap-ai,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/disecto/about,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/docplexus-online-services-pvt-ltd-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/dojimanetwork,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
